Wall time,Step,Value
1671630780.402228,4,4.855317115783691
1671630781.5515816,14,4.580582141876221
1671630781.6663592,15,4.555942535400391
1671630782.0113962,18,4.484194755554199
1671630782.1309245,19,4.460885047912598
1671630782.9412675,26,4.306413173675537
1671630783.05898,27,4.286742687225342
1671630784.5786493,40,4.1044111251831055
1671630785.3980303,47,4.051084041595459
1671630785.515454,48,4.044912815093994
1671630785.625677,49,4.039773464202881
1671630786.186586,54,4.01616907119751
1671630786.9986362,62,3.986116647720337
1671630787.087205,63,3.9827828407287598
1671630787.3517933,66,3.972501754760742
1671630787.4396992,67,3.969559907913208
1671630787.7158852,70,3.9610345363616943
1671630787.8060315,71,3.958327531814575
1671630788.34969,77,3.9413461685180664
1671630788.802946,82,3.9268782138824463
1671630789.447453,89,3.906796455383301
1671630790.37305,99,3.8727500438690186
1671630790.744852,103,3.856816053390503
1671630791.1080453,107,3.8450732231140137
1671630792.3853786,121,3.789000988006592
1671630792.7496135,125,3.7736175060272217
1671630792.8396401,126,3.7725319862365723
1671630793.0221972,128,3.76193904876709
1671630793.2029374,130,3.7493975162506104
1671630793.7461958,136,3.7210450172424316
1671630794.429124,144,3.704622507095337
1671630794.612347,146,3.6895651817321777
1671630794.7038822,147,3.684635639190674
1671630794.9731255,150,3.679306745529175
1671630795.5353584,157,3.649609327316284
1671630795.7774475,160,3.6361050605773926
1671630795.9385092,162,3.6247167587280273
1671630796.0988822,164,3.616544246673584
1671630796.6408336,171,3.593690872192383
1671630796.7219732,172,3.587094783782959
1671630797.1349685,177,3.562246561050415
1671630797.700269,184,3.5227720737457275
1671630797.7698855,185,3.522536516189575
1671630798.274614,191,3.486435651779175
1671630798.3545375,192,3.481067657470703
1671630799.2393045,203,3.4368934631347656
1671630799.396176,205,3.4226109981536865
1671630800.015499,213,3.390690803527832
1671630800.1868427,215,3.381361484527588
1671630800.901453,224,3.322017192840576
1671630801.2633548,229,3.3253512382507324
1671630802.4423513,244,3.2270967960357666
1671630802.511874,245,3.221916913986206
1671630803.498721,258,3.1929690837860107
1671630803.5798635,259,3.1882529258728027
1671630803.6602266,260,3.1822943687438965
1671630804.4730463,271,3.1965503692626953
1671630804.71707,274,3.175541639328003
1671630805.028078,278,3.152420997619629
1671630805.3415737,282,3.152160167694092
1671630805.5836105,285,3.150074005126953
1671630805.7904105,288,3.1555163860321045
1671630805.9374626,290,3.1522903442382812
1671630806.2859201,295,3.1441092491149902
1671630806.439501,297,3.129025459289551
1671630806.5194929,298,3.120731830596924
1671630807.2810616,308,3.0763466358184814
1671630807.6019886,312,3.0625922679901123
1671630807.9090345,316,3.049075126647949
1671630808.0598142,318,3.0482819080352783
1671630808.1307998,319,3.0513999462127686
1671630808.3369439,322,3.053989887237549
1671630809.4650185,337,3.0231196880340576
1671630810.1043136,345,2.98282790184021
1671630810.173221,346,2.9812586307525635
1671630811.0867138,358,2.955108165740967
1671630811.5327885,364,2.938730478286743
1671630811.6155806,365,2.938838005065918
1671630811.695971,366,2.9409122467041016
1671630812.5912085,378,2.8944108486175537
1671630813.2338276,386,2.869725465774536
1671630813.5234058,390,2.869572639465332
1671630813.6877708,392,2.868375301361084
1671630814.0704699,397,2.845949411392212
1671630814.4381952,402,2.845219373703003
1671630814.590649,404,2.8374085426330566
1671630815.4609454,415,2.7725162506103516
1671630815.9030993,421,2.7659730911254883
1671630815.9724195,422,2.760434865951538
1671630816.9965184,436,2.7266926765441895
1671630817.0698018,437,2.7272398471832275
1671630817.209235,439,2.7271955013275146
1671630817.6043825,444,2.7002673149108887
1671630817.765529,446,2.6925716400146484
1671630818.20424,452,2.678929090499878
1671630818.4863348,456,2.6864302158355713
1671630818.8372111,461,2.673915147781372
1671630819.1344957,465,2.6558752059936523
1671630819.3755405,468,2.645308494567871
1671630819.527749,470,2.637089252471924
1671630819.8252795,474,2.643057107925415
1671630819.898058,475,2.6426753997802734
1671630820.2503793,480,2.632918357849121
1671630820.3172946,481,2.631030559539795
1671630820.743051,487,2.625678539276123
1671630821.253756,494,2.6116278171539307
1671630822.548966,510,2.589841604232788
1671630822.6979976,512,2.588270425796509
1671630822.7654424,513,2.586026191711426
1671630822.8505743,514,2.5804359912872314
1671630823.0665355,517,2.5694522857666016
1671630823.208256,519,2.5652031898498535
1671630824.2147734,533,2.536008358001709
1671630824.2853498,534,2.530168294906616
1671630824.4410553,536,2.5229074954986572
1671630824.6020935,538,2.5168237686157227
1671630824.7612214,540,2.5211784839630127
1671630825.0445957,544,2.5448381900787354
1671630825.1819313,546,2.550571918487549
1671630825.466727,550,2.536466121673584
1671630825.606634,552,2.526487350463867
1671630825.8864725,556,2.501258134841919
1671630826.3411813,562,2.485511064529419
1671630826.4819136,564,2.4968221187591553
1671630826.7636354,568,2.5019569396972656
1671630827.9554796,584,2.4724810123443604
1671630828.0358496,585,2.465646743774414
1671630828.2527657,588,2.4490602016448975
1671630828.4189143,590,2.439291000366211
1671630828.6969306,594,2.4142699241638184
1671630828.849034,596,2.4065310955047607
1671630829.7424948,608,2.4142603874206543
1671630830.0960877,613,2.412599563598633
1671630830.1680822,614,2.410966157913208
1671630830.7295794,622,2.4408228397369385
1671630830.8030484,623,2.4394307136535645
1671630831.1538122,628,2.4207088947296143
1671630831.2253816,629,2.4181900024414062
1671630831.5057106,633,2.4126486778259277
1671630831.78686,637,2.42863130569458
1671630832.2117999,643,2.406440258026123
1671630832.2828994,644,2.4047458171844482
1671630832.6344035,649,2.4160146713256836
1671630832.7735763,651,2.41314959526062
1671630833.2677891,658,2.3565759658813477
1671630833.4123983,660,2.354558229446411
1671630833.8908432,667,2.37036395072937
1671630834.4547074,675,2.333106517791748
1671630834.5272105,676,2.328040599822998
1671630835.114017,684,2.3034346103668213
1671630835.66527,692,2.2998504638671875
1671630835.8062167,694,2.292318820953369
1671630836.9829884,710,2.2400381565093994
1671630837.7699134,721,2.2453598976135254
1671630837.9103396,723,2.2553656101226807
1671630838.0519872,725,2.252319812774658
1671630838.119841,726,2.244687795639038
1671630838.2611167,728,2.2291321754455566
1671630838.3339381,729,2.226144313812256
1671630838.4756749,731,2.2170751094818115
1671630838.5421705,732,2.2144367694854736
1671630838.617597,733,2.2140488624572754
1671630838.967461,738,2.249863862991333
1671630839.3892741,744,2.2860608100891113
1671630840.822161,764,2.1979799270629883
1671630841.4338727,772,2.2149879932403564
1671630841.6569707,775,2.2266499996185303
1671630841.7245626,776,2.2283456325531006
1671630841.8674307,778,2.2319486141204834
1671630842.0087423,780,2.2289581298828125
1671630842.151571,782,2.2231266498565674
1671630842.5740187,788,2.1751956939697266
1671630843.7321405,804,2.13360333442688
1671630843.8034465,805,2.125433921813965
1671630843.942362,807,2.1100258827209473
1671630844.152231,810,2.099043607711792
1671630844.7191205,818,2.081984758377075
1671630844.7997906,819,2.077519178390503
1671630845.443083,828,2.0169997215270996
1671630845.733387,832,1.983211636543274
1671630846.3060575,840,2.001940965652466
1671630846.5078523,843,2.0077788829803467
1671630846.64952,845,2.0055456161499023
1671630847.497736,857,2.028289556503296
1671630847.8486993,862,2.0431406497955322
1671630848.1295252,866,2.0423994064331055
1671630848.4963605,871,2.0440938472747803
1671630849.4087572,884,2.1179959774017334
1671630849.550005,886,2.1408073902130127
1671630850.0065086,892,2.128077268600464
1671630850.2487116,895,2.121278762817383
1671630850.410076,897,2.1177265644073486
1671630850.70692,901,2.118274688720703
1671630850.7797878,902,2.1189208030700684
1671630851.199767,908,2.102734327316284
1671630852.6121805,928,2.0734658241271973
1671630852.7528555,930,2.0740418434143066
1671630852.8943522,932,2.0675692558288574
1671630853.5905435,942,2.021761655807495
1671630854.0819907,949,2.0107502937316895
1671630854.502739,955,2.0182905197143555
1671630855.0577874,963,2.0355422496795654
1671630856.1844833,979,2.0155584812164307
1671630856.3918557,982,2.025303840637207
1671630856.6683161,986,2.022697925567627
1671630857.0908475,992,2.084852695465088
1671630857.231979,994,2.1080918312072754
1671630857.5856128,999,2.1105926036834717
1671630857.7966146,1002,2.101494550704956
1671630857.9375544,1004,2.0836305618286133
1671630858.7120235,1015,1.9993512630462646
